Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level,Latitude,Longitude,Full Address,Nearest MRT Stations,Nearby Hawker Centers,Shopping Malls Within Radius of 1km
MERAPRIME,"2,350,000","1,097.93","2,140",Aug-25,JALAN BUKIT HO SWEE,Resale,Strata,102,"23,039",-,Condominium,1,99 yrs lease commencing from 2003,3,Rest of Central Region,16 to 20,1.28705859767551,103.82778753198,301 JALAN BUKIT HO SWEE MERAPRIME SINGAPORE 169568,TIONG BAHRU MRT STATION; HAVELOCK MRT STATION,Zion Riverside Food Centre; Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre); Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre); Tiong Bahru Market; Beo Crescent Market; Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),Great World City; Tiong Bahru Plaza
PROMENADE PEAK,"3,052,000","1,033.34","2,954",Aug-25,ZION PROMENADE,New Sale,Strata,96,"31,792",-,Condominium,1,99 yrs lease commencing from 2024,3,Rest of Central Region,26 to 30,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,GREAT WORLD MRT STATION; HAVELOCK MRT STATION; TIONG BAHRU MRT STATION,Zion Riverside Food Centre; Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Beo Crescent Market; Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),Great World City; Tiong Bahru Plaza
PROMENADE PEAK,"4,010,400","1,194.8","3,357",Aug-25,ZION PROMENADE,New Sale,Strata,111,"36,130",-,Condominium,1,99 yrs lease commencing from 2024,3,Rest of Central Region,56 to 60,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,GREAT WORLD MRT STATION; HAVELOCK MRT STATION; TIONG BAHRU MRT STATION,Zion Riverside Food Centre; Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Beo Crescent Market; Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),Great World City; Tiong Bahru Plaza
PROMENADE PEAK,"2,030,900",678.13,"2,995",Aug-25,ZION PROMENADE,New Sale,Strata,63,"32,237",-,Condominium,1,99 yrs lease commencing from 2024,3,Rest of Central Region,21 to 25,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,GREAT WORLD MRT STATION; HAVELOCK MRT STATION; TIONG BAHRU MRT STATION,Zion Riverside Food Centre; Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Beo Crescent Market; Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),Great World City; Tiong Bahru Plaza
PROMENADE PEAK,"3,829,800","1,162.51","3,294",Aug-25,ZION PROMENADE,New Sale,Strata,108,"35,461",-,Condominium,1,99 yrs lease commencing from 2024,3,Rest of Central Region,51 to 55,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,GREAT WORLD MRT STATION; HAVELOCK MRT STATION; TIONG BAHRU MRT STATION,Zion Riverside Food Centre; Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Beo Crescent Market; Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),Great World City; Tiong Bahru Plaza
RIVER PLACE,"2,310,000","1,280.92","1,803",Aug-25,HAVELOCK ROAD,Resale,Strata,119,"19,412",-,Condominium,1,99 yrs lease commencing from 1995,3,Rest of Central Region,01 to 05,1.2896097164683,103.841276389346,60 HAVELOCK ROAD RIVER PLACE SINGAPORE 169658,FORT CANNING MRT STATION; CLARKE QUAY MRT STATION; CHINATOWN MRT STATION; CHINATOWN MRT STATION; HAVELOCK MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION,Upper Cross Street Blk 531A (Hong Lim Food Centre and Market); Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Smith Street Blk 335 (Chinatown Complex Market); New Market Road Blk 32 (People's Park Food Centre),Funan; People's Park Centre; People's Park Complex; Singapore Shopping Centre
AVENUE SOUTH RESIDENCE,"1,275,000",527.44,"2,417",Aug-25,SILAT AVENUE,Resale,Strata,49,"26,020",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,46 to 50,1.27662953410733,103.829105212029,11 SILAT AVENUE AVENUE SOUTH RESIDENCE SINGAPORE 168877,KEPPEL MRT STATION; CANTONMENT MRT STATION,Telok Blangah Rise Blk 36 (Telok Blangah Rise Market); Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre); Tiong Bahru Market,
PROMENADE PEAK,"2,011,600",678.13,"2,966",Aug-25,ZION PROMENADE,New Sale,Strata,63,"31,930",-,Condominium,1,99 yrs lease commencing from 2024,3,Rest of Central Region,26 to 30,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,GREAT WORLD MRT STATION; HAVELOCK MRT STATION; TIONG BAHRU MRT STATION,Zion Riverside Food Centre; Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Beo Crescent Market; Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),Great World City; Tiong Bahru Plaza
PROMENADE PEAK,"2,295,100",785.77,"2,921",Aug-25,ZION PROMENADE,New Sale,Strata,73,"31,440",-,Condominium,1,99 yrs lease commencing from 2024,3,Rest of Central Region,16 to 20,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,GREAT WORLD MRT STATION; HAVELOCK MRT STATION; TIONG BAHRU MRT STATION,Zion Riverside Food Centre; Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Beo Crescent Market; Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),Great World City; Tiong Bahru Plaza
PROMENADE PEAK,"1,543,300",527.44,"2,926",Aug-25,ZION PROMENADE,New Sale,Strata,49,"31,496",-,Condominium,1,99 yrs lease commencing from 2024,3,Rest of Central Region,21 to 25,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,GREAT WORLD MRT STATION; HAVELOCK MRT STATION; TIONG BAHRU MRT STATION,Zion Riverside Food Centre; Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Beo Crescent Market; Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),Great World City; Tiong Bahru Plaza
THE CREST,"1,760,000",861.12,"2,044",Aug-25,PRINCE CHARLES CRESCENT,Resale,Strata,80,"22,000",-,Condominium,1,99 yrs lease commencing from 2012,3,Rest of Central Region,06 to 10,1.29281920942183,103.819293138156,105 PRINCE CHARLES CRESCENT THE CREST SINGAPORE 159019,REDHILL MRT STATION,Redhill Lane Blk 85 (Redhill Food Centre); Redhill Lane Blk 79 (Redhill Market); Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre); Beo Crescent Market,
STIRLING RESIDENCES,"2,510,000","1,054.87","2,379",Aug-25,STIRLING ROAD,Resale,Strata,98,"25,612",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,06 to 10,1.29677202648703,103.800712927589,503 STIRLING ROAD MDIS RESIDENCES @ STIRLING SINGAPORE 148959,QUEENSTOWN MRT STATION; COMMONWEALTH MRT STATION,Margaret Drive Hawker Centre; Tanglin Halt Hawker Centre & Market; Tanglin Halt Market; Mei Chin Road Blk 159 (Mei Chin Road Market),
HIGHLINE RESIDENCES,"2,860,000","1,108.69","2,580",Aug-25,KIM TIAN ROAD,Resale,Strata,103,"27,767",-,Condominium,1,99 yrs lease commencing from 2013,3,Rest of Central Region,11 to 15,1.28416577731538,103.829816710958,11 KIM TIAN ROAD HIGHLINE RESIDENCES SINGAPORE 168594,TIONG BAHRU MRT STATION; HAVELOCK MRT STATION,Zion Riverside Food Centre; Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre); Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre); Tiong Bahru Market; Beo Crescent Market; Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),Tiong Bahru Plaza
PROMENADE PEAK,"1,817,692",667.37,"2,724",Aug-25,ZION PROMENADE,New Sale,Strata,62,"29,318",-,Condominium,1,99 yrs lease commencing from 2024,3,Rest of Central Region,06 to 10,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,GREAT WORLD MRT STATION; HAVELOCK MRT STATION; TIONG BAHRU MRT STATION,Zion Riverside Food Centre; Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Beo Crescent Market; Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),Great World City; Tiong Bahru Plaza
ONE PEARL BANK,"1,980,000",742.72,"2,666",Aug-25,PEARL BANK,Sub Sale,Strata,69,"28,696",-,Apartment,1,99 yrs lease commencing from 2019,3,Rest of Central Region,16 to 20,1.28296148659589,103.839814598308,1 PEARL BANK ONE PEARL BANK SINGAPORE 169016,OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; CHINATOWN MRT STATION; MAXWELL MRT STATION; CHINATOWN MRT STATION; HAVELOCK MRT STATION; TELOK AYER MRT STATION; TANJONG PAGAR MRT STATION; CLARKE QUAY MRT STATION,Amoy Street Food Centre (Telok Ayer Food Centre); Tanjong Pagar Plaza Blk 6 (Blk 6 Tanjong Pagar Plaza Market and Food Centre); Upper Cross Street Blk 531A (Hong Lim Food Centre and Market); Maxwell Food Centre (Kim Hua Market); Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Smith Street Blk 335 (Chinatown Complex Market); New Market Road Blk 32 (People's Park Food Centre),People's Park Centre; People's Park Complex; Singapore Shopping Centre; Tanjong Pagar Centre
PROMENADE PEAK,"2,015,000",678.13,"2,971",Aug-25,ZION PROMENADE,New Sale,Strata,63,"31,984",-,Condominium,1,99 yrs lease commencing from 2024,3,Rest of Central Region,21 to 25,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,GREAT WORLD MRT STATION; HAVELOCK MRT STATION; TIONG BAHRU MRT STATION,Zion Riverside Food Centre; Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Beo Crescent Market; Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),Great World City; Tiong Bahru Plaza
COMMONWEALTH TOWERS,"2,096,888",904.18,"2,319",Aug-25,COMMONWEALTH AVENUE,Resale,Strata,84,"24,963",-,Condominium,1,99 yrs lease commencing from 2013,3,Rest of Central Region,06 to 10,1.29573433474414,103.806030198974,230 COMMONWEALTH AVENUE COMMONWEALTH TOWERS SINGAPORE 149739,QUEENSTOWN MRT STATION,Margaret Drive Hawker Centre; Tanglin Halt Hawker Centre & Market; Mei Chin Road Blk 159 (Mei Chin Road Market),Alexandra Central; Anchorpoint; Queensway Shopping Centre
QUEENS PEAK,"985,000",441.32,"2,232",Aug-25,DUNDEE ROAD,Resale,Strata,41,"24,024",-,Condominium,1,99 yrs lease commencing from 2015,3,Rest of Central Region,21 to 25,1.294336667463,103.807020127351,3 DUNDEE ROAD QUEENS PEAK SINGAPORE 149457,QUEENSTOWN MRT STATION,Margaret Drive Hawker Centre; Jalan Bukit Merah Blk 6 (ABC Brickworks Market/Food Centre); Mei Chin Road Blk 159 (Mei Chin Road Market); Bukit Merah Lane 1 Blk 120 (Alexandra Village Food Centre),Alexandra Central; Anchorpoint; Queensway Shopping Centre
AVENUE SOUTH RESIDENCE,"1,530,000",731.95,"2,090",Aug-25,SILAT AVENUE,Resale,Strata,68,"22,500",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,01 to 05,1.27662953410733,103.829105212029,11 SILAT AVENUE AVENUE SOUTH RESIDENCE SINGAPORE 168877,KEPPEL MRT STATION; CANTONMENT MRT STATION,Telok Blangah Rise Blk 36 (Telok Blangah Rise Market); Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre); Tiong Bahru Market,
CENTRAL GREEN CONDOMINIUM,"2,580,000","1,431.61","1,802",Aug-25,JALAN MEMBINA,Resale,Strata,133,"19,398",-,Condominium,1,99 yrs lease commencing from 1992,3,Rest of Central Region,06 to 10,1.28519576156367,103.827677219577,1 JALAN MEMBINA CENTRAL GREEN CONDOMINIUM SINGAPORE 169479,TIONG BAHRU MRT STATION; HAVELOCK MRT STATION,Zion Riverside Food Centre; Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre); Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre); Tiong Bahru Market; Beo Crescent Market; Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),Tiong Bahru Plaza
ALEX RESIDENCES,"2,142,000",925.7,"2,314",Aug-25,ALEXANDRA VIEW,Resale,Strata,86,"24,907",-,Apartment,1,99 yrs lease commencing from 2013,3,Rest of Central Region,21 to 25,1.29056999681587,103.819000781728,28 ALEXANDRA VIEW ALEX RESIDENCES SINGAPORE 158744,REDHILL MRT STATION,Redhill Lane Blk 85 (Redhill Food Centre); Redhill Lane Blk 79 (Redhill Market); Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre); Bukit Merah Central Blk 163 (Bukit Merah Central Food Centre); Beo Crescent Market,
PROMENADE PEAK,"2,913,100","1,033.34","2,819",Aug-25,ZION PROMENADE,New Sale,Strata,96,"30,345",-,Condominium,1,99 yrs lease commencing from 2024,3,Rest of Central Region,11 to 15,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,GREAT WORLD MRT STATION; HAVELOCK MRT STATION; TIONG BAHRU MRT STATION,Zion Riverside Food Centre; Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Beo Crescent Market; Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),Great World City; Tiong Bahru Plaza
PROMENADE PEAK,"3,708,800","1,162.51","3,190",Aug-25,ZION PROMENADE,New Sale,Strata,108,"34,341",-,Condominium,1,99 yrs lease commencing from 2024,3,Rest of Central Region,46 to 50,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,GREAT WORLD MRT STATION; HAVELOCK MRT STATION; TIONG BAHRU MRT STATION,Zion Riverside Food Centre; Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Beo Crescent Market; Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),Great World City; Tiong Bahru Plaza
ALESSANDREA,"2,180,000","1,097.93","1,986",Aug-25,ALEXANDRA ROAD,Resale,Strata,102,"21,373",-,Apartment,1,Freehold,3,Rest of Central Region,11 to 15,1.29050566271653,103.822587341402,31 ALEXANDRA ROAD ALESSANDREA SINGAPORE 159967,REDHILL MRT STATION; TIONG BAHRU MRT STATION,Redhill Lane Blk 85 (Redhill Food Centre); Redhill Lane Blk 79 (Redhill Market); Zion Riverside Food Centre; Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre); Bukit Merah Central Blk 163 (Bukit Merah Central Food Centre); Beo Crescent Market; Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),Tiong Bahru Plaza
PROMENADE PEAK,"1,438,700",527.44,"2,728",Aug-25,ZION PROMENADE,New Sale,Strata,49,"29,361",-,Condominium,1,99 yrs lease commencing from 2024,3,Rest of Central Region,06 to 10,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,GREAT WORLD MRT STATION; HAVELOCK MRT STATION; TIONG BAHRU MRT STATION,Zion Riverside Food Centre; Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Beo Crescent Market; Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),Great World City; Tiong Bahru Plaza
PROMENADE PEAK,"1,891,300",688.9,"2,745",Aug-25,ZION PROMENADE,New Sale,Strata,64,"29,552",-,Condominium,1,99 yrs lease commencing from 2024,3,Rest of Central Region,06 to 10,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,GREAT WORLD MRT STATION; HAVELOCK MRT STATION; TIONG BAHRU MRT STATION,Zion Riverside Food Centre; Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Beo Crescent Market; Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),Great World City; Tiong Bahru Plaza
PROMENADE PEAK,"2,053,800",656.6,"3,128",Aug-25,ZION PROMENADE,New Sale,Strata,61,"33,669",-,Condominium,1,99 yrs lease commencing from 2024,3,Rest of Central Region,41 to 45,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,GREAT WORLD MRT STATION; HAVELOCK MRT STATION; TIONG BAHRU MRT STATION,Zion Riverside Food Centre; Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Beo Crescent Market; Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),Great World City; Tiong Bahru Plaza
PROMENADE PEAK,"2,856,200","1,033.34","2,764",Aug-25,ZION PROMENADE,New Sale,Strata,96,"29,752",-,Condominium,1,99 yrs lease commencing from 2024,3,Rest of Central Region,06 to 10,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,GREAT WORLD MRT STATION; HAVELOCK MRT STATION; TIONG BAHRU MRT STATION,Zion Riverside Food Centre; Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Beo Crescent Market; Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),Great World City; Tiong Bahru Plaza
ECHELON,"1,670,000",731.95,"2,282",Aug-25,ALEXANDRA VIEW,Resale,Strata,68,"24,559",-,Condominium,1,99 yrs lease commencing from 2012,3,Rest of Central Region,36 to 40,1.29060694545576,103.817866920135,9 ALEXANDRA VIEW ECHELON SINGAPORE 158742,REDHILL MRT STATION,Redhill Lane Blk 85 (Redhill Food Centre); Redhill Lane Blk 79 (Redhill Market); Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre); Bukit Merah Central Blk 163 (Bukit Merah Central Food Centre),
PROMENADE PEAK,"1,999,700",667.37,"2,996",Aug-25,ZION PROMENADE,New Sale,Strata,62,"32,253",-,Condominium,1,99 yrs lease commencing from 2024,3,Rest of Central Region,26 to 30,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,GREAT WORLD MRT STATION; HAVELOCK MRT STATION; TIONG BAHRU MRT STATION,Zion Riverside Food Centre; Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Beo Crescent Market; Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),Great World City; Tiong Bahru Plaza
PRINCIPAL GARDEN,"1,919,000",807.3,"2,377",Aug-25,PRINCE CHARLES CRESCENT,Resale,Strata,75,"25,587",-,Condominium,1,99 yrs lease commencing from 2014,3,Rest of Central Region,21 to 25,1.29237506748178,103.822836693912,99 PRINCE CHARLES CRESCENT PRINCIPAL GARDEN SINGAPORE 159029,REDHILL MRT STATION; TIONG BAHRU MRT STATION,Redhill Lane Blk 85 (Redhill Food Centre); Redhill Lane Blk 79 (Redhill Market); Zion Riverside Food Centre; Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre); Beo Crescent Market; Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),Tiong Bahru Plaza
THE METROPOLITAN CONDOMINIUM,"3,368,000","1,743.77","1,931",Aug-25,ALEXANDRA VIEW,Resale,Strata,162,"20,790",-,Condominium,1,99 yrs lease commencing from 2006,3,Rest of Central Region,26 to 30,1.2904773422307,103.81601645096,8 ALEXANDRA VIEW THE METROPOLITAN CONDOMINIUM SINGAPORE 158747,REDHILL MRT STATION,Redhill Lane Blk 85 (Redhill Food Centre); Redhill Lane Blk 79 (Redhill Market); Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre); Bukit Merah Central Blk 163 (Bukit Merah Central Food Centre); Jalan Bukit Merah Blk 6 (ABC Brickworks Market/Food Centre),
COMMONWEALTH TOWERS,"2,730,000","1,076.4","2,536",Aug-25,COMMONWEALTH AVENUE,Resale,Strata,100,"27,300",-,Condominium,1,99 yrs lease commencing from 2013,3,Rest of Central Region,41 to 45,1.29573433474414,103.806030198974,230 COMMONWEALTH AVENUE COMMONWEALTH TOWERS SINGAPORE 149739,QUEENSTOWN MRT STATION,Margaret Drive Hawker Centre; Tanglin Halt Hawker Centre & Market; Mei Chin Road Blk 159 (Mei Chin Road Market),Alexandra Central; Anchorpoint; Queensway Shopping Centre
STIRLING RESIDENCES,"1,790,000",764.24,"2,342",Aug-25,STIRLING ROAD,Resale,Strata,71,"25,211",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,06 to 10,1.29677202648703,103.800712927589,503 STIRLING ROAD MDIS RESIDENCES @ STIRLING SINGAPORE 148959,QUEENSTOWN MRT STATION; COMMONWEALTH MRT STATION,Margaret Drive Hawker Centre; Tanglin Halt Hawker Centre & Market; Tanglin Halt Market; Mei Chin Road Blk 159 (Mei Chin Road Market),
STIRLING RESIDENCES,"1,480,000",635.08,"2,330",Aug-25,STIRLING ROAD,Resale,Strata,59,"25,085",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,06 to 10,1.29677202648703,103.800712927589,503 STIRLING ROAD MDIS RESIDENCES @ STIRLING SINGAPORE 148959,QUEENSTOWN MRT STATION; COMMONWEALTH MRT STATION,Margaret Drive Hawker Centre; Tanglin Halt Hawker Centre & Market; Tanglin Halt Market; Mei Chin Road Blk 159 (Mei Chin Road Market),
PROMENADE PEAK,"2,975,000","1,033.34","2,879",Aug-25,ZION PROMENADE,New Sale,Strata,96,"30,990",-,Condominium,1,99 yrs lease commencing from 2024,3,Rest of Central Region,16 to 20,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,GREAT WORLD MRT STATION; HAVELOCK MRT STATION; TIONG BAHRU MRT STATION,Zion Riverside Food Centre; Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Beo Crescent Market; Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),Great World City; Tiong Bahru Plaza
PROMENADE PEAK,"1,993,700",667.37,"2,987",Aug-25,ZION PROMENADE,New Sale,Strata,62,"32,156",-,Condominium,1,99 yrs lease commencing from 2024,3,Rest of Central Region,26 to 30,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,GREAT WORLD MRT STATION; HAVELOCK MRT STATION; TIONG BAHRU MRT STATION,Zion Riverside Food Centre; Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Beo Crescent Market; Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),Great World City; Tiong Bahru Plaza
THE CREST,"2,358,000","1,323.97","1,781",Aug-25,PRINCE CHARLES CRESCENT,Resale,Strata,123,"19,171",-,Condominium,1,99 yrs lease commencing from 2012,3,Rest of Central Region,06 to 10,1.29281920942183,103.819293138156,105 PRINCE CHARLES CRESCENT THE CREST SINGAPORE 159019,REDHILL MRT STATION,Redhill Lane Blk 85 (Redhill Food Centre); Redhill Lane Blk 79 (Redhill Market); Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre); Beo Crescent Market,
ARTRA,"1,938,000",828.83,"2,338",Aug-25,ALEXANDRA VIEW,Resale,Strata,77,"25,169",-,Apartment,1,99 yrs lease commencing from 2016,3,Rest of Central Region,16 to 20,1.29003067053998,103.817185273903,10 ALEXANDRA VIEW ARTRA SINGAPORE 158745,REDHILL MRT STATION,Redhill Lane Blk 85 (Redhill Food Centre); Redhill Lane Blk 79 (Redhill Market); Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre); Bukit Merah Central Blk 163 (Bukit Merah Central Food Centre),
